"train/global_step","Group: seq_bn-rf64 - _step","Group: seq_bn-rf64 - _step__MIN","Group: seq_bn-rf64 - _step__MAX","Group: seq_bn-rf64 - eval/overall_f1","Group: seq_bn-rf64 - eval/overall_f1__MIN","Group: seq_bn-rf64 - eval/overall_f1__MAX","Group: seq_bn-rf16 - _step","Group: seq_bn-rf16 - _step__MIN","Group: seq_bn-rf16 - _step__MAX","Group: seq_bn-rf16 - eval/overall_f1","Group: seq_bn-rf16 - eval/overall_f1__MIN","Group: seq_bn-rf16 - eval/overall_f1__MAX","Group: pt-pl50 - _step","Group: pt-pl50 - _step__MIN","Group: pt-pl50 - _step__MAX","Group: pt-pl50 - eval/overall_f1","Group: pt-pl50 - eval/overall_f1__MIN","Group: pt-pl50 - eval/overall_f1__MAX","Group: pt-pl5 - _step","Group: pt-pl5 - _step__MIN","Group: pt-pl5 - _step__MAX","Group: pt-pl5 - eval/overall_f1","Group: pt-pl5 - eval/overall_f1__MIN","Group: pt-pl5 - eval/overall_f1__MAX","Group: seq_bn - _step","Group: seq_bn - _step__MIN","Group: seq_bn - _step__MAX","Group: seq_bn - eval/overall_f1","Group: seq_bn - eval/overall_f1__MIN","Group: seq_bn - eval/overall_f1__MAX","Group: unipelt - _step","Group: unipelt - _step__MIN","Group: unipelt - _step__MAX","Group: unipelt - eval/overall_f1","Group: unipelt - eval/overall_f1__MIN","Group: unipelt - eval/overall_f1__MAX","Group: lora-r16 - _step","Group: lora-r16 - _step__MIN","Group: lora-r16 - _step__MAX","Group: lora-r16 - eval/overall_f1","Group: lora-r16 - eval/overall_f1__MIN","Group: lora-r16 - eval/overall_f1__MAX","Group: lora-r8 - _step","Group: lora-r8 - _step__MIN","Group: lora-r8 - _step__MAX","Group: lora-r8 - eval/overall_f1","Group: lora-r8 - eval/overall_f1__MIN","Group: lora-r8 - eval/overall_f1__MAX","Group: baseline - _step","Group: baseline - _step__MIN","Group: baseline - _step__MAX","Group: baseline - eval/overall_f1","Group: baseline - eval/overall_f1__MIN","Group: baseline - eval/overall_f1__MAX"
"7844","147","147","147","0.8205153605206282","0.8116343490304709","0.8359046283309958","147","147","147","0.8218179307436365","0.8128342245989304","0.8363636363636363","147","147","147","0.8250709702757494","0.8096590909090908","0.8335625859697385","147","147","147","0.8306868766163238","0.8228882833787466","0.8344549125168238","147","147","147","0.8218179307436365","0.8128342245989304","0.8363636363636363","147","147","147","0.8420160795412441","0.8370165745856354","0.84593837535014","147","147","147","0.8169107288635387","0.8133333333333332","0.8203753351206434","147","147","147","0.8091642661133387","0.8005390835579514","0.821954484605087","147","147","147","0.8560112738009173","0.8412483039348712","0.8756906077348067"
"7950","149","149","149","0.8209635399749731","0.8117489986648865","0.8338028169014083","149","149","149","0.8195428906912936","0.8125854993160055","0.829608938547486","149","149","149","0.8254628597958102","0.8062234794908061","0.8348993288590604","149","149","149","0.8332082390422008","0.8257887517146778","0.8418079096045197","149","149","149","0.8195428906912936","0.8125854993160055","0.829608938547486","149","149","149","0.8405479101547695","0.8277777777777778","0.8623087621696802","149","149","149","0.8187928970704117","0.8110964332892999","0.8227334235453315","149","149","149","0.8110982502064914","0.8032564450474898","0.8214765100671141","149","149","149","0.8572235561804259","0.8443843031123139","0.8708791208791209"
"8056","151","151","151","0.8218757844628696","0.8154050464807437","0.8359046283309958","151","151","151","0.8191881316829963","0.8127490039840637","0.8328690807799444","151","151","151","0.8324197232881664","0.8277703604806409","0.8406593406593407","151","151","151","0.8381390368668814","0.8256130790190735","0.8467741935483871","151","151","151","0.8191881316829963","0.8127490039840637","0.8328690807799444","151","151","151","0.8446519356575145","0.8282548476454293","0.8662952646239553","151","151","151","0.8160900746494223","0.8015768725361366","0.8265582655826559","151","151","151","0.809079861758619","0.7994722955145119","0.8191489361702129","151","151","151","0.8581922260617993","0.8489795918367347","0.8757062146892656"
"8162","153","153","153","0.8232077604689805","0.819047619047619","0.8321579689703809","153","153","153","0.8212255044620003","0.8095872170439414","0.835195530726257","153","153","153","0.8260968242447045","0.8125","0.8449931412894376","153","153","153","0.8367962447686373","0.8328840970350404","0.8394062078272604","153","153","153","0.8212255044620003","0.8095872170439414","0.835195530726257","153","153","153","0.8388706059526024","0.8235294117647058","0.8488210818307905","153","153","153","0.8186819402256301","0.8117489986648865","0.8227334235453315","153","153","153","0.8141150095661791","0.8085106382978724","0.8229027962716378","153","153","153","0.8529156085584868","0.8373983739837397","0.8785310734463276"
"8268","155","155","155","0.8232604675206243","0.8142292490118578","0.8338028169014083","155","155","155","0.8220019343088006","0.8095872170439414","0.829608938547486","155","155","155","0.8288206183636724","0.8147100424328146","0.8419580419580419","155","155","155","0.8355698547859323","0.8286516853932584","0.8419618528610355","155","155","155","0.8220019343088006","0.8095872170439414","0.829608938547486","155","155","155","0.8383392396730283","0.8257887517146777","0.850415512465374","155","155","155","0.820141738139888","0.812760055478502","0.8279569892473119","155","155","155","0.8128331178441435","0.8021248339973439","0.8229027962716378","155","155","155","0.8518813337988256","0.8426812585499316","0.8686030428769017"
"8374","157","157","157","0.8198153858231232","0.8115942028985507","0.8326300984528833","157","157","157","0.8216002044969517","0.8100929614873836","0.8330995792426368","157","157","157","0.828347209462604","0.8165007112375533","0.8375350140056023","157","157","157","0.8361974136442818","0.8251001335113485","0.8457300275482094","157","157","157","0.8216002044969517","0.8100929614873836","0.8330995792426368","157","157","157","0.8407733990768677","0.8235294117647058","0.8495821727019499","157","157","157","0.815792889081464","0.8031290743155151","0.8267394270122784","157","157","157","0.8107046489841752","0.804780876494024","0.821664464993395","157","157","157","0.8586913661822312","0.84593837535014","0.8757062146892656"
"8480","159","159","159","0.8198095470748104","0.8115942028985507","0.8284518828451882","159","159","159","0.8201366737329193","0.8144192256341789","0.829608938547486","159","159","159","0.8271127631365596","0.8203677510608204","0.8379888268156425","159","159","159","0.8357158774291091","0.822429906542056","0.8421052631578949","159","159","159","0.8201366737329193","0.8144192256341789","0.829608938547486","159","159","159","0.8422626544903355","0.8273972602739728","0.8543956043956044","159","159","159","0.8148064096761536","0.8100929614873839","0.822429906542056","159","159","159","0.8117496867950047","0.8005354752342704","0.8308921438082557","159","159","159","0.8525977698751618","0.8473177441540578","0.861671469740634"
"8586","161","161","161","0.8223142259766083","0.8126649076517151","0.8326300984528833","161","161","161","0.8184844577951041","0.8100929614873836","0.8317107093184978","161","161","161","0.8311534247259098","0.8170212765957449","0.8415147265077138","161","161","161","0.8346038325553312","0.8296703296703297","0.8410689170182841","161","161","161","0.8184844577951041","0.8100929614873836","0.8317107093184978","161","161","161","0.8409632194304086","0.8261474269819195","0.8646408839779005","161","161","161","0.819950439979644","0.8143236074270558","0.8299866131191432","161","161","161","0.8136213929409732","0.8074369189907038","0.8233731739707836","161","161","161","0.8530522597260809","0.8467966573816156","0.8646408839779005"
"8692","163","163","163","0.8225287772840758","0.8105263157894738","0.835195530726257","163","163","163","0.8209422422077589","0.8132450331125827","0.8328690807799444","163","163","163","0.831118884563347","0.8244897959183674","0.8399452804377566","163","163","163","0.8359437223008616","0.8262653898768809","0.8469945355191256","163","163","163","0.8209422422077589","0.8132450331125827","0.8328690807799444","163","163","163","0.839016433524481","0.8155339805825244","0.8539325842696629","163","163","163","0.8151945221518767","0.808454425363276","0.8183079056865464","163","163","163","0.8118872012302241","0.8059701492537314","0.8196286472148541","163","163","163","0.8550100129291733","0.8435374149659863","0.8669527896995709"
"8798","165","165","165","0.8193113373624497","0.8110964332892999","0.8321579689703809","165","165","165","0.8170178975999667","0.8095872170439414","0.8284518828451882","165","165","165","0.8345196692956206","0.8207171314741034","0.8551724137931035","165","165","165","0.8314527374980601","0.8263795423956932","0.8392370572207084","165","165","165","0.8170178975999667","0.8095872170439414","0.8284518828451882","165","165","165","0.8327309349224844","0.8172942817294282","0.8437067773167358","165","165","165","0.8153751999428241","0.8050139275766016","0.8224043715846995","165","165","165","0.813102488501403","0.8060109289617485","0.8255659121171772","165","165","165","0.8564785354736673","0.8381742738589212","0.8688524590163936"
"8904","167","167","167","0.8207971787896662","0.8126649076517151","0.829817158931083","167","167","167","0.8209445887422945","0.8133333333333335","0.8308115543328748","167","167","167","0.828969980200011","0.8164893617021276","0.8380952380952382","167","167","167","0.8373405590556195","0.8251366120218578","0.8469945355191256","167","167","167","0.8209445887422945","0.8133333333333335","0.8308115543328748","167","167","167","0.8385584436614764","0.8202247191011236","0.8579310344827585","167","167","167","0.8192140280683111","0.8127490039840638","0.8268456375838926","167","167","167","0.8116966076086845","0.8021828103683494","0.824","167","167","167","0.8597779344244378","0.8474576271186441","0.876056338028169"
"9010","169","169","169","0.8183869717365754","0.8073878627968336","0.828169014084507","169","169","169","0.8180417540948026","0.8092016238159675","0.8319327731092437","169","169","169","0.8281238210680162","0.8191489361702129","0.8388888888888889","169","169","169","0.8370076173372467","0.827127659574468","0.8458390177353343","169","169","169","0.8180417540948026","0.8092016238159675","0.8319327731092437","169","169","169","0.8394028387631893","0.8288543140028287","0.8512396694214877","169","169","169","0.8172951343333661","0.8095238095238095","0.8284182305630027","169","169","169","0.8133291966176868","0.8054794520547945","0.8282290279627165","169","169","169","0.8581585599313979","0.8500687757909215","0.8696883852691217"
"9116","171","171","171","0.823572705533868","0.8202396804260986","0.8338028169014083","171","171","171","0.8183492024663478","0.8053691275167784","0.8319327731092437","171","171","171","0.8298271566842257","0.8221906116642959","0.8422496570644719","171","171","171","0.839271573031591","0.8337801608579088","0.8432432432432433","171","171","171","0.8183492024663478","0.8053691275167784","0.8319327731092437","171","171","171","0.8374700352124067","0.8105849582172702","0.8575380359612725","171","171","171","0.819121017581446","0.8161559888579387","0.8257372654155496","171","171","171","0.8150438268668723","0.8082191780821917","0.8342245989304813","171","171","171","0.8605851763418544","0.8490832157968972","0.873758865248227"
"9222","173","173","173","0.823917102182266","0.8158940397350992","0.8382559774964837","173","173","173","0.8189509052995293","0.8100929614873836","0.8312412831241283","173","173","173","0.8278179445616333","0.8131241084165479","0.8422496570644719","173","173","173","0.8392546581168467","0.8255659121171771","0.8451086956521738","173","173","173","0.8189509052995293","0.8100929614873836","0.8312412831241283","173","173","173","0.8395416403949186","0.8192090395480226","0.8642659279778393","173","173","173","0.8193244704768979","0.814419225634179","0.824","173","173","173","0.8123163141583258","0.8027210884353742","0.8255659121171772","173","173","173","0.8536525017534426","0.8432732316227461","0.8688293370944994"
"9328","175","175","175","0.8239798488583048","0.8196286472148541","0.8326300984528833","175","175","175","0.8189062456742313","0.8129205921938087","0.8302945301542777","175","175","175","0.8261805688924537","0.813655761024182","0.834924965893588","175","175","175","0.8383964128393682","0.8326639892904953","0.8449931412894376","175","175","175","0.8189062456742313","0.8129205921938087","0.8302945301542777","175","175","175","0.8420360419893902","0.8270042194092826","0.8606896551724137","175","175","175","0.820958761957152","0.8148148148148149","0.8337801608579088","175","175","175","0.8133233919481702","0.8021680216802167","0.824","175","175","175","0.8537061145985433","0.8416666666666667","0.867231638418079"
"9434","177","177","177","0.8229965983851983","0.8163804491413474","0.8326300984528833","177","177","177","0.8172888644886621","0.8116710875331565","0.8256624825662484","177","177","177","0.8228627259952292","0.8113475177304965","0.8317373461012312","177","177","177","0.8377897755681134","0.8288770053475936","0.8429752066115701","177","177","177","0.8172888644886621","0.8116710875331565","0.8256624825662484","177","177","177","0.842354772517927","0.8326300984528833","0.8567493112947658","177","177","177","0.820203668886357","0.8128342245989304","0.8322147651006712","177","177","177","0.8137254048621572","0.8027210884353742","0.8229027962716378","177","177","177","0.8538133786858678","0.8416666666666667","0.8712871287128714"
"9540","179","179","179","0.8237631598032464","0.8185430463576159","0.8321579689703809","179","179","179","0.8212622074606392","0.8155080213903743","0.8268156424581006","179","179","179","0.8264260865939054","0.8165007112375533","0.8363136176066025","179","179","179","0.8367458098496157","0.829530201342282","0.8421052631578949","179","179","179","0.8212622074606392","0.8155080213903743","0.8268156424581006","179","179","179","0.8399691424256306","0.8230337078651685","0.859504132231405","179","179","179","0.8198340612539352","0.8149134487350199","0.8288770053475935","179","179","179","0.8150138908450018","0.8054421768707483","0.8266666666666667","179","179","179","0.8547589016630465","0.8481532147742818","0.8712871287128714"
"9646","181","181","181","0.8204576841143025","0.8115942028985507","0.8330995792426368","181","181","181","0.8214703696078466","0.8145161290322581","0.829608938547486","181","181","181","0.8250964951350157","0.8100263852242744","0.8387978142076502","181","181","181","0.8350813564351085","0.824468085106383","0.839506172839506","181","181","181","0.8214703696078466","0.8145161290322581","0.829608938547486","181","181","181","0.8401550101015001","0.8225352112676055","0.8567530695770805","181","181","181","0.8168213478426107","0.8100263852242744","0.8299866131191432","181","181","181","0.8150504263050324","0.8065395095367849","0.8251001335113485","181","181","181","0.8574539879745856","0.8465753424657535","0.8712871287128714"
"9752","183","183","183","0.8221508251388654","0.8158940397350992","0.8321579689703809","183","183","183","0.8197218314641613","0.8156123822341858","0.8307692307692308","183","183","183","0.8304934707168596","0.8203753351206434","0.8422496570644719","183","183","183","0.838736262496503","0.8353413654618473","0.8413597733711048","183","183","183","0.8197218314641613","0.8156123822341858","0.8307692307692308","183","183","183","0.8419209738664206","0.8286516853932584","0.8532235939643347","183","183","183","0.8172537881736641","0.8138888888888889","0.821954484605087","183","183","183","0.8153863604102298","0.8087431693989071","0.824","183","183","183","0.8580849646417079","0.8477366255144033","0.8712871287128714"
"9858","185","185","185","0.823010733935827","0.8154050464807437","0.8359046283309958","185","185","185","0.8201273305380191","0.8164893617021275","0.8284518828451882","185","185","185","0.828358657279091","0.8158940397350992","0.8434065934065934","185","185","185","0.8362730099626818","0.8288770053475936","0.8395061728395061","185","185","185","0.8201273305380191","0.8164893617021275","0.8284518828451882","185","185","185","0.8407185407522431","0.8321579689703806","0.853625170998632","185","185","185","0.8157878869945401","0.8110344827586207","0.822429906542056","185","185","185","0.8128575273420718","0.8005427408412482","0.8251001335113485","185","185","185","0.8578976035445477","0.8477366255144033","0.8688293370944994"
"9964","187","187","187","0.8225405363408029","0.8163804491413474","0.8326300984528833","187","187","187","0.818819430375275","0.8116710875331565","0.8256624825662484","187","187","187","0.8257875923742137","0.8144192256341789","0.8367626886145405","187","187","187","0.8374520542757569","0.8333333333333334","0.8426812585499317","187","187","187","0.818819430375275","0.8116710875331565","0.8256624825662484","187","187","187","0.8393891691985212","0.8274894810659187","0.848314606741573","187","187","187","0.8167970843015786","0.8133704735376045","0.8211382113821138","187","187","187","0.8134276630498765","0.7994579945799458","0.824","187","187","187","0.8603295534652773","0.8484848484848485","0.8762446657183499"
"10070","189","189","189","0.8227456601426203","0.8174603174603176","0.8338028169014083","189","189","189","0.8186104498870014","0.8127490039840637","0.829608938547486","189","189","189","0.826313101161924","0.8155080213903744","0.8353741496598639","189","189","189","0.8375612630624133","0.8342541436464089","0.8408163265306122","189","189","189","0.8186104498870014","0.8127490039840637","0.829608938547486","189","189","189","0.8376065975790015","0.8256624825662482","0.850480109739369","189","189","189","0.8173198978237106","0.8122392211404729","0.824","189","189","189","0.8126611935992856","0.7989203778677463","0.8255659121171772","189","189","189","0.859942703022625","0.850480109739369","0.8762446657183499"
"10176","191","191","191","0.8228477055009662","0.8163804491413474","0.8359046283309958","191","191","191","0.8200113728625043","0.8158940397350993","0.8257887517146778","191","191","191","0.8280840324652324","0.8175765645805593","0.8387978142076502","191","191","191","0.8375334242365368","0.8310991957104557","0.8442622950819672","191","191","191","0.8200113728625043","0.8158940397350993","0.8257887517146778","191","191","191","0.8382721796051202","0.8203677510608203","0.8516483516483517","191","191","191","0.8155584303560254","0.8077455048409405","0.8262032085561497","191","191","191","0.8126345279852734","0.7994579945799458","0.8255659121171772","191","191","191","0.8585853878882362","0.850480109739369","0.875"
"10282","193","193","193","0.8227862566906549","0.8163804491413474","0.8326300984528833","193","193","193","0.8210186980362305","0.8149134487350199","0.8307692307692308","193","193","193","0.8279944297403772","0.816","0.8395061728395062","193","193","193","0.8401846429729695","0.8364611260053618","0.8481532147742818","193","193","193","0.8210186980362305","0.8149134487350199","0.8307692307692308","193","193","193","0.8393514665499335","0.8274894810659187","0.854794520547945","193","193","193","0.8157038258585345","0.8111111111111111","0.823529411764706","193","193","193","0.813748557945132","0.8032564450474898","0.8266666666666667","193","193","193","0.8589780679169465","0.850480109739369","0.875"
"10388","195","195","195","0.823236774044154","0.8174603174603176","0.8338028169014083","195","195","195","0.8197966535788817","0.8100929614873836","0.8307692307692308","195","195","195","0.8271921905626444","0.8148148148148148","0.8372093023255812","195","195","195","0.8367156293154995","0.8310991957104557","0.8431105047748976","195","195","195","0.8197966535788817","0.8100929614873836","0.8307692307692308","195","195","195","0.8393455313841255","0.8291316526610645","0.8493150684931507","195","195","195","0.818386253331236","0.810511756569848","0.8299866131191432","195","195","195","0.8124601385204537","0.8032564450474898","0.824","195","195","195","0.8594580351847523","0.850480109739369","0.875"
"10494","197","197","197","0.8236634473469012","0.8163804491413474","0.8354430379746836","197","197","197","0.8186920503429977","0.8111702127659575","0.8324022346368716","197","197","197","0.8263008025154004","0.8158940397350992","0.8383561643835615","197","197","197","0.8384407656525532","0.8353413654618473","0.8431105047748976","197","197","197","0.8186920503429977","0.8111702127659575","0.8324022346368716","197","197","197","0.8403718332932447","0.8291316526610645","0.8543956043956044","197","197","197","0.8168687780533649","0.810511756569848","0.8262032085561497","197","197","197","0.8131197235198935","0.8043478260869565","0.824","197","197","197","0.8589889082765128","0.8493150684931507","0.875"
"10600","200","199","201","0.823558244553227","0.8174603174603176","0.8354430379746836","200","199","201","0.8182198289205113","0.8111702127659575","0.8284518828451882","200","199","201","0.8274364450122379","0.816976127320955","0.8383561643835615","200","199","201","0.8385987349048308","0.8326639892904953","0.8431105047748976","200","199","201","0.8182198289205113","0.8111702127659575","0.8284518828451882","200","199","201","0.8403565260676601","0.8291316526610645","0.8543956043956044","200","199","201","0.8177273939805307","0.810511756569848","0.8288770053475935","200","199","201","0.8128972848851055","0.8054421768707483","0.824","200","199","201","0.8592378414201827","0.8493150684931507","0.8762446657183499"
